day,bm_unit,lead_party,mwh,cost_gbp
2026-03-17,T_KILBW-1,Kilbraur Wind Energy Ltd,468.2,44479.0
2026-03-17,T_KPMRW-1,OnPath Energy Limited,322.7,8796.0
2026-03-17,T_KYPEW-1,Kype Extension Wind Farm Ltd,508.7,14751.0
2026-03-17,T_LCLTW-1,Eneco Energy Trade,878.8,78216.0
2026-03-17,T_LIMKW-1,Limekiln Extension Ltd,2097.6,83903.0
2026-03-17,T_MIDMW-1,OnPath Energy Limited,121.8,6297.0
2026-03-17,T_MOWEO-1,Moray Offshore Wind East Ltd,6310.6,157532.0
2026-03-17,T_MOWEO-2,Moray Offshore Wind East Ltd,5783.1,145621.0
2026-03-17,T_MOWEO-3,Moray Offshore Wind East Ltd,5631.0,140457.0
2026-03-17,T_MOWWO-1,Moray Offshore Wind West Ltd,4082.0,85332.0
2026-03-17,T_MOWWO-2,Moray Offshore Wind West Ltd,4298.7,90033.0
2026-03-17,T_MOWWO-3,Moray Offshore Wind West Ltd,3281.2,68569.0
2026-03-17,T_MOWWO-4,Moray Offshore Wind West Ltd,5446.7,199622.0
2026-03-17,T_NOKYW-1,North Kyle Wind farm Ltd,1294.6,35600.0
2026-03-17,T_NOKYW-2,North Kyle Wind farm Ltd,1942.0,53406.0
2026-03-17,T_SAKNW-1,Sandy Knowe Wind Farm Ltd,31.9,1278.0
2026-03-17,T_SGRWO-1,Seagreen Wind Energy Limited,5522.4,3369.0
2026-03-17,T_SGRWO-2,Seagreen Wind Energy Limited,1071.1,653.0
2026-03-17,T_SGRWO-3,Seagreen Wind Energy Limited,2931.7,1788.0
2026-03-17,T_SGRWO-4,Seagreen Wind Energy Limited,2583.1,1576.0
2026-03-17,T_SGRWO-5,Seagreen Wind Energy Limited,1462.6,892.0
2026-03-17,T_SGRWO-6,Seagreen Wind Energy Limited,7968.5,4861.0
2026-03-17,T_SOKYW-1,South Kyle Wind Farm Limited,1940.1,77606.0
2026-03-17,T_STLGW-1,Stronelairg Windfarm Limited,1052.6,94796.0
2026-03-17,T_STLGW-2,Stronelairg Windfarm Limited,1043.4,93966.0
2026-03-17,T_STLGW-3,Stronelairg Windfarm Limited,1322.9,119143.0
2026-03-17,T_STRNW-1,Strathy Wind Farm Limited,837.3,70925.0
2026-03-17,T_TWSHW-1,Twentyshilling Limited,392.8,11310.0
2026-03-17,T_VKNGW-1,Viking Energy Wind Farm LLP,2599.3,27786.0
2026-03-17,T_VKNGW-2,Viking Energy Wind Farm LLP,2364.5,25276.0
2026-03-17,T_VKNGW-3,Viking Energy Wind Farm LLP,2514.8,26883.0
2026-03-17,T_VKNGW-4,Viking Energy Wind Farm LLP,2611.0,27912.0
2026-03-17,T_WDRGW-1,Windy Rig Wind Farm Limited,571.4,16772.0
2026-03-18,2__PENEC001,Eneco Energy Trade,101.9,8964.0
2026-03-18,2__PENEC002,Eneco Energy Trade,104.3,9372.0
2026-03-18,2__PSTAT001,Statkraft Markets Gmbh,95.3,8071.0
2026-03-18,C__PSTAT011,Statkraft Markets Gmbh,183.7,12492.0
2026-03-18,E_BABAW-1,Statkraft Markets Gmbh,98.8,8099.0
2026-03-18,E_BETHW-1,SP Renewables (UK) Limited,40.1,3463.0
2026-03-18,E_BLARW-1,Erova Energy Limited,5.4,149.0
2026-03-18,E_BNWKW-1,Eneco Energy Trade,53.0,4716.0
2026-03-18,E_BTUIW-3,SP Renewables (UK) Limited,19.4,145.0
2026-03-18,E_TULWW-1,Eneco Energy Trade,27.3,2432.0
2026-03-18,E_TULWW-2,Eneco Energy Trade,41.5,3691.0
2026-03-18,T_BDCHW-1,RWE Generation UK plc,38.8,3320.0
2026-03-18,T_BENBW-1,Benbrack Wind Farm Limited,12.3,99.0
2026-03-18,T_BHLAW-1,SSE Generation Ltd,223.7,18630.0
2026-03-18,T_BROCW-1,Smartestenergy Limited,16.5,644.0
2026-03-18,T_CGTHW-1,Corriegarth Wind Energy LTD,136.9,11047.0
2026-03-18,T_CRDEW-1,EDF Energy Customers Limited,20.8,1124.0
2026-03-18,T_CREAW-1,Creag Riabhach Wind Farm Ltd,256.4,12822.0
2026-03-18,T_CRMLW-1,EDF Energy Customers Limited,91.6,7875.0
2026-03-18,T_CUMHW-1,Uniper UK Limited,18.1,418.0
2026-03-18,T_DOREW-1,Dorenell Windfarm Limited,290.9,6004.0
2026-03-18,T_DOREW-2,Dorenell Windfarm Limited,231.8,5188.0
2026-03-18,T_DOUGW-1,Erova Energy Limited,11.9,356.0
2026-03-18,T_DUNGW-1,Dunmaglass Wind Farm Limited,267.5,24014.0
2026-03-18,T_GLNKW-1,EDF Energy Customers Limited,189.6,7661.0
2026-03-18,T_GORDW-1,SSE Generation Ltd,143.2,12195.0
2026-03-18,T_GORDW-2,SSE Generation Ltd,130.1,945.0
2026-03-18,T_HALSW-1,SP Renewables (UK) Limited,159.6,1321.0
2026-03-18,T_KENNW-1,Kennoxhead Wind Farm Limited,36.0,1130.0
2026-03-18,T_KYPEW-1,Kype Extension Wind Farm Ltd,55.6,1613.0
2026-03-18,T_LCLTW-1,Eneco Energy Trade,189.0,16818.0
2026-03-18,T_LIMKW-1,Limekiln Extension Ltd,480.5,19220.0
2026-03-18,T_MIDMW-1,OnPath Energy Limited,24.9,1456.0
2026-03-18,T_MOWEO-1,Moray Offshore Wind East Ltd,2120.7,26656.0
2026-03-18,T_MOWEO-2,Moray Offshore Wind East Ltd,2014.7,24368.0
2026-03-18,T_MOWEO-3,Moray Offshore Wind East Ltd,1555.1,22381.0
2026-03-18,T_MOWWO-1,Moray Offshore Wind West Ltd,1229.9,23556.0
2026-03-18,T_MOWWO-2,Moray Offshore Wind West Ltd,1587.7,29177.0
2026-03-18,T_MOWWO-3,Moray Offshore Wind West Ltd,924.2,18044.0
2026-03-18,T_MOWWO-4,Moray Offshore Wind West Ltd,1419.0,52005.0
2026-03-18,T_NOKYW-1,North Kyle Wind farm Ltd,50.5,1390.0
2026-03-18,T_NOKYW-2,North Kyle Wind farm Ltd,50.4,1386.0
2026-03-18,T_SGRWO-1,Seagreen Wind Energy Limited,1480.8,903.0
2026-03-18,T_SGRWO-2,Seagreen Wind Energy Limited,293.8,179.0
2026-03-18,T_SGRWO-3,Seagreen Wind Energy Limited,809.1,494.0
2026-03-18,T_SGRWO-4,Seagreen Wind Energy Limited,606.3,370.0
2026-03-18,T_SGRWO-5,Seagreen Wind Energy Limited,376.8,230.0
2026-03-18,T_SGRWO-6,Seagreen Wind Energy Limited,1816.3,1108.0
2026-03-18,T_SOKYW-1,South Kyle Wind Farm Limited,50.0,2000.0
2026-03-18,T_STLGW-1,Stronelairg Windfarm Limited,167.1,15051.0
2026-03-18,T_STLGW-2,Stronelairg Windfarm Limited,179.1,16127.0
2026-03-18,T_STLGW-3,Stronelairg Windfarm Limited,0.5,44.0
2026-03-18,T_STRNW-1,Strathy Wind Farm Limited,216.7,18352.0
2026-03-18,T_TWSHW-1,Twentyshilling Limited,17.4,501.0
2026-03-18,T_VKNGW-1,Viking Energy Wind Farm LLP,1079.4,11539.0
2026-03-18,T_VKNGW-2,Viking Energy Wind Farm LLP,953.2,10190.0
2026-03-18,T_VKNGW-3,Viking Energy Wind Farm LLP,1057.7,11306.0
2026-03-18,T_VKNGW-4,Viking Energy Wind Farm LLP,763.0,8157.0
2026-03-18,T_WDRGW-1,Windy Rig Wind Farm Limited,25.1,737.0
2026-03-20,2__PENEC001,Eneco Energy Trade,43.9,3860.0
2026-03-20,2__PENEC002,Eneco Energy Trade,48.9,4396.0
2026-03-20,2__PSTAT001,Statkraft Markets Gmbh,75.2,6371.0
2026-03-20,C__PSTAT011,Statkraft Markets Gmbh,245.3,16680.0
2026-03-20,E_MOYEW-1,Eneco Energy Trade,17.6,1632.0
2026-03-20,T_BDCHW-1,RWE Generation UK plc,64.4,2656.0
2026-03-20,T_BEATO-2,Beatrice Offshore Windfarm Ltd,25.1,744.0
2026-03-20,T_BEATO-3,Beatrice Offshore Windfarm Ltd,49.5,4253.0
2026-03-20,T_BEATO-4,Beatrice Offshore Windfarm Ltd,106.1,7370.0
2026-03-20,T_BHLAW-1,SSE Generation Ltd,340.5,28357.0
2026-03-20,T_CGTHW-1,Corriegarth Wind Energy LTD,55.1,4445.0
2026-03-20,T_CREAW-1,Creag Riabhach Wind Farm Ltd,478.7,23935.0
2026-03-20,T_CRMLW-1,EDF Energy Customers Limited,166.9,14351.0
2026-03-20,T_DOREW-1,Dorenell Windfarm Limited,460.1,720.0
2026-03-20,T_DOREW-2,Dorenell Windfarm Limited,347.9,648.0
2026-03-20,T_DUNGW-1,Dunmaglass Wind Farm Limited,338.9,30427.0
2026-03-20,T_FARR-1,Smartestenergy Limited,36.3,3325.0
2026-03-20,T_FARR-2,Smartestenergy Limited,29.2,2676.0
2026-03-20,T_GLNKW-1,EDF Energy Customers Limited,162.4,6560.0
2026-03-20,T_GORDW-1,SSE Generation Ltd,140.9,12002.0
2026-03-20,T_GORDW-2,SSE Generation Ltd,48.6,353.0
2026-03-20,T_HALSW-1,SP Renewables (UK) Limited,49.6,411.0
2026-03-20,T_LCLTW-1,Eneco Energy Trade,154.5,13748.0
2026-03-20,T_LIMKW-1,Limekiln Extension Ltd,634.9,25398.0
2026-03-20,T_MOWEO-1,Moray Offshore Wind East Ltd,3011.8,490.0
2026-03-20,T_MOWEO-2,Moray Offshore Wind East Ltd,2565.2,460.0
2026-03-20,T_MOWEO-3,Moray Offshore Wind East Ltd,2638.5,436.0
2026-03-20,T_MOWWO-1,Moray Offshore Wind West Ltd,1220.7,15834.0
2026-03-20,T_MOWWO-2,Moray Offshore Wind West Ltd,1459.0,19075.0
2026-03-20,T_MOWWO-3,Moray Offshore Wind West Ltd,993.9,13166.0
2026-03-20,T_MOWWO-4,Moray Offshore Wind West Ltd,1511.5,55398.0
2026-03-20,T_STLGW-1,Stronelairg Windfarm Limited,197.0,17739.0
2026-03-20,T_STLGW-2,Stronelairg Windfarm Limited,85.4,7689.0
2026-03-20,T_STLGW-3,Stronelairg Windfarm Limited,72.0,6488.0
2026-03-20,T_STRNW-1,Strathy Wind Farm Limited,109.1,9242.0
2026-03-20,T_VKNGW-1,Viking Energy Wind Farm LLP,1404.2,15007.0
2026-03-20,T_VKNGW-2,Viking Energy Wind Farm LLP,1288.1,13767.0
2026-03-20,T_VKNGW-3,Viking Energy Wind Farm LLP,1470.1,15713.0
2026-03-20,T_VKNGW-4,Viking Energy Wind Farm LLP,1419.1,15169.0
2026-03-21,T_CREAW-1,Creag Riabhach Wind Farm Ltd,90.4,4519.0
2026-03-21,T_DOREW-1,Dorenell Windfarm Limited,136.8,329.0
2026-03-21,T_DOREW-2,Dorenell Windfarm Limited,111.8,293.0
2026-03-21,T_GLNKW-1,EDF Energy Customers Limited,52.3,2111.0
2026-03-21,T_GORDW-2,SSE Generation Ltd,48.6,350.0
2026-03-21,T_HALSW-1,SP Renewables (UK) Limited,74.9,620.0
2026-03-21,T_LIMKW-1,Limekiln Extension Ltd,94.0,3762.0
2026-03-21,T_MOWEO-1,Moray Offshore Wind East Ltd,889.9,0.0
2026-03-21,T_MOWEO-2,Moray Offshore Wind East Ltd,754.5,0.0
2026-03-21,T_MOWEO-3,Moray Offshore Wind East Ltd,811.6,0.0
2026-03-21,T_MOWWO-1,Moray Offshore Wind West Ltd,467.0,7386.0
2026-03-21,T_MOWWO-2,Moray Offshore Wind West Ltd,510.1,7865.0
2026-03-21,T_MOWWO-3,Moray Offshore Wind West Ltd,266.9,4210.0
2026-03-21,T_MOWWO-4,Moray Offshore Wind West Ltd,410.0,15025.0
2026-03-21,T_VKNGW-1,Viking Energy Wind Farm LLP,253.5,2697.0
2026-03-21,T_VKNGW-2,Viking Energy Wind Farm LLP,222.0,2362.0
2026-03-21,T_VKNGW-3,Viking Energy Wind Farm LLP,205.0,2181.0
2026-03-21,T_VKNGW-4,Viking Energy Wind Farm LLP,226.5,2410.0
2026-03-22,2__PSTAT001,Statkraft Markets Gmbh,119.1,10085.0
2026-03-22,C__PSTAT011,Statkraft Markets Gmbh,479.4,32596.0
2026-03-22,E_BABAW-1,Statkraft Markets Gmbh,182.4,14960.0
2026-03-22,T_BDCHW-1,RWE Generation UK plc,274.4,18151.0
2026-03-22,T_BHLAW-1,SSE Generation Ltd,408.5,33994.0
2026-03-22,T_CGTHW-1,Corriegarth Wind Energy LTD,272.9,22020.0
2026-03-22,T_CREAW-1,Creag Riabhach Wind Farm Ltd,1072.5,53626.0
2026-03-22,T_CRMLW-1,EDF Energy Customers Limited,132.1,11364.0
2026-03-22,T_DOREW-1,Dorenell Windfarm Limited,1251.1,13318.0
2026-03-22,T_DOREW-2,Dorenell Windfarm Limited,949.2,9922.0
2026-03-22,T_GLNKW-1,EDF Energy Customers Limited,527.4,21307.0
2026-03-22,T_GORDW-1,SSE Generation Ltd,285.8,24324.0
2026-03-22,T_GORDW-2,SSE Generation Ltd,568.9,4102.0
2026-03-22,T_HALSW-1,SP Renewables (UK) Limited,524.4,4342.0
2026-03-22,T_LIMKW-1,Limekiln Extension Ltd,1497.5,59899.0
2026-03-22,T_MOWEO-1,Moray Offshore Wind East Ltd,5829.1,9480.0
2026-03-22,T_MOWEO-2,Moray Offshore Wind East Ltd,4936.1,8250.0
2026-03-22,T_MOWEO-3,Moray Offshore Wind East Ltd,5130.3,8326.0
2026-03-22,T_MOWWO-1,Moray Offshore Wind West Ltd,2747.0,47224.0
2026-03-22,T_MOWWO-2,Moray Offshore Wind West Ltd,3236.3,55850.0
2026-03-22,T_MOWWO-3,Moray Offshore Wind West Ltd,2365.8,40983.0
2026-03-22,T_MOWWO-4,Moray Offshore Wind West Ltd,3895.2,142758.0
2026-03-22,T_SGRWO-1,Seagreen Wind Energy Limited,250.5,153.0
2026-03-22,T_SGRWO-6,Seagreen Wind Energy Limited,106.3,65.0
2026-03-22,T_STRNW-1,Strathy Wind Farm Limited,259.6,21976.0
2026-03-22,T_VKNGW-1,Viking Energy Wind Farm LLP,2336.2,24857.0
2026-03-22,T_VKNGW-2,Viking Energy Wind Farm LLP,1894.1,20154.0
2026-03-22,T_VKNGW-3,Viking Energy Wind Farm LLP,2148.8,22863.0
2026-03-22,T_VKNGW-4,Viking Energy Wind Farm LLP,2196.3,23369.0
2026-03-23,2__PSTAT001,Statkraft Markets Gmbh,241.6,20466.0
2026-03-23,C__PSTAT011,Statkraft Markets Gmbh,423.8,28819.0
2026-03-23,E_BABAW-1,Statkraft Markets Gmbh,56.8,4658.0
2026-03-23,E_BLARW-1,Erova Energy Limited,181.0,5019.0
2026-03-23,E_BTUIW-3,SP Renewables (UK) Limited,377.4,2831.0
2026-03-23,E_GRGRW-1,Evolve Energy Supply Limited,49.2,3444.0
2026-03-23,E_HRHLW-1,SP Renewables (UK) Limited,12.8,996.0
2026-03-23,T_AKGLW-3,AIK2A Sustainable Energy Ltd,168.1,11429.0
2026-03-23,T_BDCHW-1,RWE Generation UK plc,43.8,2870.0
2026-03-23,T_BEATO-1,Beatrice Offshore Windfarm Ltd,474.8,42128.0
2026-03-23,T_BENBW-1,Benbrack Wind Farm Limited,515.1,4121.0
2026-03-23,T_BHLAW-1,SSE Generation Ltd,172.8,14380.0
2026-03-23,T_BLLA-2,SP Renewables (UK) Limited,27.2,2116.0
2026-03-23,T_BROCW-1,Smartestenergy Limited,254.3,9916.0
2026-03-23,T_CGTHW-1,Corriegarth Wind Energy LTD,372.3,30042.0
2026-03-23,T_CRDEW-1,EDF Energy Customers Limited,51.8,2798.0
2026-03-23,T_CRDEW-2,EDF Energy Customers Limited,51.8,2798.0
2026-03-23,T_CREAW-1,Creag Riabhach Wind Farm Ltd,787.8,39389.0
2026-03-23,T_CRGHW-1,Statkraft Markets Gmbh,41.0,3160.0
2026-03-23,T_CRMLW-1,EDF Energy Customers Limited,186.1,16008.0
2026-03-23,T_CRYRW-3,Eneco Energy Trade,13.8,1056.0
2026-03-23,T_CUMHW-1,Uniper UK Limited,190.1,4395.0
2026-03-23,T_DOREW-1,Dorenell Windfarm Limited,954.9,13765.0
2026-03-23,T_DOREW-2,Dorenell Windfarm Limited,823.3,12110.0
2026-03-23,T_DOUGW-1,Erova Energy Limited,251.4,7542.0
2026-03-23,T_DRSLW-1,SP Renewables (UK) Limited,33.9,2637.0
2026-03-23,T_EWHLW-1,SP Renewables (UK) Limited,18.1,1411.0
2026-03-23,T_GLNKW-1,EDF Energy Customers Limited,553.7,22369.0
2026-03-23,T_GORDW-1,SSE Generation Ltd,257.1,21880.0
2026-03-23,T_GORDW-2,SSE Generation Ltd,435.3,3138.0
2026-03-23,T_HALSW-1,SP Renewables (UK) Limited,360.3,2983.0
2026-03-23,T_KENNW-1,Kennoxhead Wind Farm Limited,366.7,11521.0
2026-03-23,T_KPMRW-1,OnPath Energy Limited,611.9,16465.0
2026-03-23,T_KYPEW-1,Kype Extension Wind Farm Ltd,325.4,9435.0
2026-03-23,T_LIMKW-1,Limekiln Extension Ltd,1168.3,46732.0
2026-03-23,T_MIDMW-1,OnPath Energy Limited,350.2,9112.0
2026-03-23,T_MOWEO-1,Moray Offshore Wind East Ltd,3181.2,21031.0
2026-03-23,T_MOWEO-2,Moray Offshore Wind East Ltd,3064.1,20061.0
2026-03-23,T_MOWEO-3,Moray Offshore Wind East Ltd,2912.3,19408.0
2026-03-23,T_MOWWO-1,Moray Offshore Wind West Ltd,1788.6,29848.0
2026-03-23,T_MOWWO-2,Moray Offshore Wind West Ltd,1902.7,31623.0
2026-03-23,T_MOWWO-3,Moray Offshore Wind West Ltd,1356.5,22359.0
2026-03-23,T_MOWWO-4,Moray Offshore Wind West Ltd,2400.7,87987.0
2026-03-23,T_MYGPW-1,Minnygap Energy Limited,24.0,1826.0
2026-03-23,T_NOKYW-1,North Kyle Wind farm Ltd,912.4,25092.0
2026-03-23,T_NOKYW-2,North Kyle Wind farm Ltd,845.8,23261.0
2026-03-23,T_SAKNW-1,Sandy Knowe Wind Farm Ltd,556.1,22246.0
2026-03-23,T_SGRWO-1,Seagreen Wind Energy Limited,1718.9,1049.0
2026-03-23,T_SGRWO-2,Seagreen Wind Energy Limited,539.7,329.0
2026-03-23,T_SGRWO-3,Seagreen Wind Energy Limited,1256.1,766.0
2026-03-23,T_SGRWO-4,Seagreen Wind Energy Limited,803.9,490.0
2026-03-23,T_SGRWO-5,Seagreen Wind Energy Limited,617.0,376.0
2026-03-23,T_SGRWO-6,Seagreen Wind Energy Limited,2830.0,1726.0
2026-03-23,T_SOKYW-1,South Kyle Wind Farm Limited,1229.2,49168.0
2026-03-23,T_STRNW-1,Strathy Wind Farm Limited,450.3,38121.0
2026-03-23,T_TWSHW-1,Twentyshilling Limited,284.6,8194.0
2026-03-23,T_VKNGW-1,Viking Energy Wind Farm LLP,1397.4,14868.0
2026-03-23,T_VKNGW-2,Viking Energy Wind Farm LLP,1223.1,13014.0
2026-03-23,T_VKNGW-3,Viking Energy Wind Farm LLP,1291.1,13737.0
2026-03-23,T_VKNGW-4,Viking Energy Wind Farm LLP,1209.2,12866.0
2026-03-23,T_WDRGW-1,Windy Rig Wind Farm Limited,318.8,9358.0
2026-03-23,T_WISTW-2,BROCKLOCH RIG WINDFARM LTD,38.3,3080.0
2026-03-24,2__PEDGE003,Edgware Energy Limited,32.6,3259.0
2026-03-24,2__PEDGE004,Edgware Energy Limited,15.2,1502.0
2026-03-24,2__PENEC001,Eneco Energy Trade,617.6,54347.0
2026-03-24,2__PSTAT001,Statkraft Markets Gmbh,584.2,49486.0
2026-03-24,C__PSTAT011,Statkraft Markets Gmbh,628.5,42736.0
2026-03-24,E_BABAW-1,Statkraft Markets Gmbh,630.2,51679.0
2026-03-24,E_BETHW-1,SP Renewables (UK) Limited,28.0,2422.0
2026-03-24,E_BLARW-1,Erova Energy Limited,176.1,6452.0
2026-03-24,E_BTUIW-2,SP Renewables (UK) Limited,13.9,1199.0
2026-03-24,E_BTUIW-3,SP Renewables (UK) Limited,434.3,3257.0
2026-03-24,E_CLDRW-1,Vattenfall Energy Trading,33.5,3086.0
2026-03-24,E_GRGRW-1,Evolve Energy Supply Limited,55.3,3873.0
2026-03-24,E_HLTWW-1,ScottishPower Energy Retail,19.4,2001.0
2026-03-24,E_MOYEW-1,Eneco Energy Trade,25.2,2341.0
2026-03-24,E_TULWW-1,Eneco Energy Trade,150.7,13410.0
2026-03-24,E_TULWW-2,Eneco Energy Trade,246.7,21953.0
2026-03-24,T_AKGLW-3,AIK2A Sustainable Energy Ltd,48.3,3281.0
2026-03-24,T_BEINW-1,Beinneun Wind Farm Ltd,44.2,4331.0
2026-03-24,T_BENBW-1,Benbrack Wind Farm Limited,388.8,3111.0
2026-03-24,T_BHLAW-1,SSE Generation Ltd,1202.9,100106.0
2026-03-24,T_BROCW-1,Smartestenergy Limited,180.7,7047.0
2026-03-24,T_CGTHW-1,Corriegarth Wind Energy LTD,785.2,63369.0
2026-03-24,T_CRDEW-1,EDF Energy Customers Limited,91.1,4922.0
2026-03-24,T_CRDEW-2,EDF Energy Customers Limited,94.4,5097.0
2026-03-24,T_CREAW-1,Creag Riabhach Wind Farm Ltd,1133.7,56685.0
2026-03-24,T_CRMLW-1,EDF Energy Customers Limited,538.5,46309.0
2026-03-24,T_CUMHW-1,Uniper UK Limited,282.4,6530.0
2026-03-24,T_DOREW-1,Dorenell Windfarm Limited,1190.1,60402.0
2026-03-24,T_DOREW-2,Dorenell Windfarm Limited,988.5,51611.0
2026-03-24,T_DOUGW-1,Erova Energy Limited,230.2,6906.0
2026-03-24,T_DUNGW-1,Dunmaglass Wind Farm Limited,763.7,68528.0
2026-03-24,T_GLNKW-1,EDF Energy Customers Limited,715.6,28911.0
2026-03-24,T_GORDW-1,SSE Generation Ltd,677.6,57667.0
2026-03-24,T_GORDW-2,SSE Generation Ltd,662.1,4774.0
2026-03-24,T_HALSW-1,SP Renewables (UK) Limited,576.8,4776.0
2026-03-24,T_KENNW-1,Kennoxhead Wind Farm Limited,307.8,9670.0
2026-03-24,T_KILBW-1,Kilbraur Wind Energy Ltd,32.8,3111.0
2026-03-24,T_KPMRW-1,OnPath Energy Limited,3.5,252.0
2026-03-24,T_KYPEW-1,Kype Extension Wind Farm Ltd,324.9,9423.0
2026-03-24,T_LCLTW-1,Eneco Energy Trade,605.8,53919.0
2026-03-24,T_LIMKW-1,Limekiln Extension Ltd,1816.5,72661.0
2026-03-24,T_MOWEO-1,Moray Offshore Wind East Ltd,5384.4,225819.0
2026-03-24,T_MOWEO-2,Moray Offshore Wind East Ltd,4952.9,197243.0
2026-03-24,T_MOWEO-3,Moray Offshore Wind East Ltd,5108.8,211577.0
2026-03-24,T_MOWWO-1,Moray Offshore Wind West Ltd,3625.2,88017.0
2026-03-24,T_MOWWO-2,Moray Offshore Wind West Ltd,4285.9,100992.0
2026-03-24,T_MOWWO-3,Moray Offshore Wind West Ltd,3049.1,71764.0
2026-03-24,T_MOWWO-4,Moray Offshore Wind West Ltd,4476.6,164067.0
2026-03-24,T_NOKYW-1,North Kyle Wind farm Ltd,625.4,17199.0
2026-03-24,T_NOKYW-2,North Kyle Wind farm Ltd,634.5,17448.0
2026-03-24,T_SAKNW-1,Sandy Knowe Wind Farm Ltd,472.5,18899.0
2026-03-24,T_SGRWO-1,Seagreen Wind Energy Limited,3864.2,3401.0
2026-03-24,T_SGRWO-2,Seagreen Wind Energy Limited,936.1,824.0
2026-03-24,T_SGRWO-3,Seagreen Wind Energy Limited,2229.3,1962.0
2026-03-24,T_SGRWO-4,Seagreen Wind Energy Limited,1197.1,1053.0
2026-03-24,T_SGRWO-5,Seagreen Wind Energy Limited,1054.9,928.0
2026-03-24,T_SGRWO-6,Seagreen Wind Energy Limited,4597.7,4046.0
2026-03-24,T_SOKYW-1,South Kyle Wind Farm Limited,778.5,31141.0
2026-03-24,T_STLGW-1,Stronelairg Windfarm Limited,255.1,22959.0
2026-03-24,T_STLGW-2,Stronelairg Windfarm Limited,197.2,17752.0
2026-03-24,T_STLGW-3,Stronelairg Windfarm Limited,146.6,13194.0
2026-03-24,T_STRNW-1,Strathy Wind Farm Limited,615.2,52087.0
2026-03-24,T_TWSHW-1,Twentyshilling Limited,232.0,6679.0
2026-03-24,T_VKNGW-1,Viking Energy Wind Farm LLP,2415.4,25700.0
2026-03-24,T_VKNGW-2,Viking Energy Wind Farm LLP,1949.8,20746.0
2026-03-24,T_VKNGW-3,Viking Energy Wind Farm LLP,2141.8,22789.0
2026-03-24,T_VKNGW-4,Viking Energy Wind Farm LLP,2461.6,26191.0
2026-03-24,T_WDRGW-1,Windy Rig Wind Farm Limited,238.3,6995.0
2026-03-25,2__PEDGE003,Edgware Energy Limited,3.1,314.0
2026-03-25,2__PEDGE004,Edgware Energy Limited,0.6,63.0
2026-03-25,2__PENEC001,Eneco Energy Trade,334.5,29432.0
2026-03-25,2__PENEC002,Eneco Energy Trade,244.3,21961.0
2026-03-25,2__PSTAT001,Statkraft Markets Gmbh,404.0,34221.0
2026-03-25,C__PSTAT011,Statkraft Markets Gmbh,750.5,51036.0
2026-03-25,E_BABAW-1,Statkraft Markets Gmbh,689.4,56530.0
2026-03-25,E_BETHW-1,SP Renewables (UK) Limited,363.6,31429.0
2026-03-25,E_BLARW-1,Erova Energy Limited,53.7,4002.0
2026-03-25,E_BTUIW-3,SP Renewables (UK) Limited,187.0,1402.0
2026-03-25,E_CLDRW-1,Vattenfall Energy Trading,212.2,19522.0
2026-03-25,E_GRGRW-1,Evolve Energy Supply Limited,41.3,2892.0
2026-03-25,E_HLTWW-1,ScottishPower Energy Retail,1.3,130.0
2026-03-25,E_MOYEW-1,Eneco Energy Trade,153.8,14303.0
2026-03-25,E_TULWW-1,Eneco Energy Trade,172.4,15346.0
2026-03-25,E_TULWW-2,Eneco Energy Trade,236.5,21050.0
2026-03-25,T_AKGLW-3,AIK2A Sustainable Energy Ltd,53.8,3656.0
2026-03-25,T_BEINW-1,Beinneun Wind Farm Ltd,30.8,3022.0
2026-03-25,T_BENBW-1,Benbrack Wind Farm Limited,118.5,948.0
2026-03-25,T_BHLAW-1,SSE Generation Ltd,673.9,56078.0
2026-03-25,T_CGTHW-1,Corriegarth Wind Energy LTD,142.2,11473.0
2026-03-25,T_CREAW-1,Creag Riabhach Wind Farm Ltd,924.4,46220.0
2026-03-25,T_CRGHW-1,Statkraft Markets Gmbh,20.4,1573.0
2026-03-25,T_CRMLW-1,EDF Energy Customers Limited,661.1,56852.0
2026-03-25,T_DUNGW-1,Dunmaglass Wind Farm Limited,1152.8,103441.0
2026-03-25,T_FARR-1,Smartestenergy Limited,41.9,3838.0
2026-03-25,T_FARR-2,Smartestenergy Limited,29.3,2685.0
2026-03-25,T_GLNKW-1,EDF Energy Customers Limited,553.1,22347.0
2026-03-25,T_GORDW-1,SSE Generation Ltd,1116.1,94993.0
2026-03-25,T_GORDW-2,SSE Generation Ltd,658.4,4747.0
2026-03-25,T_HALSW-1,SP Renewables (UK) Limited,635.3,5260.0
2026-03-25,T_KILBW-1,Kilbraur Wind Energy Ltd,74.8,7105.0
2026-03-25,T_LARYW-1,London Array Limited,19.2,3445.0
2026-03-25,T_LARYW-2,London Array Limited,20.3,3657.0
2026-03-25,T_LARYW-3,London Array Limited,17.4,3131.0
2026-03-25,T_LCLTW-1,Eneco Energy Trade,356.8,31755.0
2026-03-25,T_LIMKW-1,Limekiln Extension Ltd,1823.9,72955.0
2026-03-25,T_MOWEO-1,Moray Offshore Wind East Ltd,1654.8,20065.0
2026-03-25,T_MOWEO-2,Moray Offshore Wind East Ltd,1203.2,12008.0
2026-03-25,T_MOWEO-3,Moray Offshore Wind East Ltd,423.4,30482.0
2026-03-25,T_MOWWO-1,Moray Offshore Wind West Ltd,4101.3,106234.0
