day,bm_unit,lead_party,mwh,cost_gbp
2025-11-10,T_SGRWO-3,Seagreen Wind Energy Limited,304.2,5189.0
2025-11-10,T_SGRWO-5,Seagreen Wind Energy Limited,220.1,3755.0
2025-11-10,T_SGRWO-6,Seagreen Wind Energy Limited,467.1,7969.0
2025-11-10,T_VKNGW-1,Viking Energy Wind Farm LLP,256.2,2805.0
2025-11-10,T_VKNGW-2,Viking Energy Wind Farm LLP,243.3,2664.0
2025-11-10,T_VKNGW-3,Viking Energy Wind Farm LLP,200.0,2190.0
2025-11-10,T_VKNGW-4,Viking Energy Wind Farm LLP,205.2,2247.0
2025-11-11,T_CRGHW-1,Statkraft Markets Gmbh,22.8,1753.0
2025-11-11,T_GORDW-2,SSE Generation Ltd,31.6,237.0
2025-11-11,T_HALSW-1,SP Renewables (UK) Limited,28.0,246.0
2025-11-11,T_SGRWO-3,Seagreen Wind Energy Limited,40.6,696.0
2025-11-11,T_SGRWO-4,Seagreen Wind Energy Limited,51.3,880.0
2025-11-11,T_SGRWO-5,Seagreen Wind Energy Limited,29.6,506.0
2025-11-11,T_SGRWO-6,Seagreen Wind Energy Limited,212.8,3648.0
2025-11-12,C__PSTAT011,Statkraft Markets Gmbh,9.5,648.0
2025-11-12,E_BABAW-1,Statkraft Markets Gmbh,2.7,220.0
2025-11-12,E_BLARW-1,Erova Energy Limited,4.2,280.0
2025-11-12,E_GRGRW-1,Evolve Energy Supply Limited,6.6,459.0
2025-11-12,E_HRHLW-1,SP Renewables (UK) Limited,0.4,29.0
2025-11-12,T_AKGLW-3,AIK2A Sustainable Energy Ltd,14.0,953.0
2025-11-12,T_BLLA-2,SP Renewables (UK) Limited,4.6,349.0
2025-11-12,T_BROCW-1,Smartestenergy Limited,61.8,2412.0
2025-11-12,T_CGTHW-1,Corriegarth Wind Energy LTD,2.1,170.0
2025-11-12,T_CRDEW-1,EDF Energy Customers Limited,7.2,390.0
2025-11-12,T_CRDEW-2,EDF Energy Customers Limited,6.9,374.0
2025-11-12,T_CREAW-1,Creag Riabhach Wind Farm Ltd,166.3,8931.0
2025-11-12,T_CRGHW-1,Statkraft Markets Gmbh,195.8,15080.0
2025-11-12,T_CRMLW-1,EDF Energy Customers Limited,2.0,170.0
2025-11-12,T_CRYRW-3,Eneco Energy Trade,1.0,76.0
2025-11-12,T_CUMHW-1,Uniper UK Limited,230.7,5335.0
2025-11-12,T_DOREW-1,Dorenell Windfarm Limited,186.4,7317.0
2025-11-12,T_DOREW-2,Dorenell Windfarm Limited,135.3,5355.0
2025-11-12,T_DRSLW-1,SP Renewables (UK) Limited,3.0,226.0
2025-11-12,T_GLNKW-1,EDF Energy Customers Limited,2.1,153.0
2025-11-12,T_GORDW-2,SSE Generation Ltd,372.7,2796.0
2025-11-12,T_HALSW-1,SP Renewables (UK) Limited,375.6,3294.0
2025-11-12,T_HOWBO-1,Breesea Limited,80.0,2172.0
2025-11-12,T_KENNW-1,Kennoxhead Wind Farm Limited,274.3,8703.0
2025-11-12,T_KYPEW-1,Kype Extension Wind Farm Ltd,271.1,7048.0
2025-11-12,T_LIMKW-1,Limekiln Extension Ltd,234.5,9380.0
2025-11-12,T_MOWEO-1,Moray Offshore Wind East Ltd,3167.2,152227.0
2025-11-12,T_MOWEO-2,Moray Offshore Wind East Ltd,2404.1,116154.0
2025-11-12,T_MOWEO-3,Moray Offshore Wind East Ltd,2898.7,139080.0
2025-11-12,T_MOWWO-1,Moray Offshore Wind West Ltd,2170.6,75666.0
2025-11-12,T_MOWWO-2,Moray Offshore Wind West Ltd,2429.6,84609.0
2025-11-12,T_MOWWO-3,Moray Offshore Wind West Ltd,390.1,13731.0
2025-11-12,T_MOWWO-4,Moray Offshore Wind West Ltd,395.3,17954.0
2025-11-12,T_SAKNW-1,Sandy Knowe Wind Farm Ltd,5.6,224.0
2025-11-12,T_SGRWO-3,Seagreen Wind Energy Limited,1958.3,33566.0
2025-11-12,T_SGRWO-4,Seagreen Wind Energy Limited,1614.3,27670.0
2025-11-12,T_SGRWO-5,Seagreen Wind Energy Limited,1310.7,22465.0
2025-11-12,T_SGRWO-6,Seagreen Wind Energy Limited,5222.0,89505.0
2025-11-12,T_SOKYW-1,South Kyle Wind Farm Limited,892.1,26762.0
2025-11-12,T_TWSHW-1,Twentyshilling Limited,160.9,4632.0
2025-11-12,T_VKNGW-1,Viking Energy Wind Farm LLP,1975.9,21636.0
2025-11-12,T_VKNGW-2,Viking Energy Wind Farm LLP,2045.2,22395.0
2025-11-12,T_VKNGW-3,Viking Energy Wind Farm LLP,1912.0,20936.0
2025-11-12,T_VKNGW-4,Viking Energy Wind Farm LLP,2049.2,22439.0
2025-11-12,T_WDRGW-1,Windy Rig Wind Farm Limited,236.2,6932.0
2025-11-13,2__PSTAT001,Statkraft Markets Gmbh,110.5,9358.0
2025-11-13,C__PSTAT011,Statkraft Markets Gmbh,396.0,26926.0
2025-11-13,E_BABAW-1,Statkraft Markets Gmbh,257.6,21126.0
2025-11-13,E_BLARW-1,Erova Energy Limited,62.7,3550.0
2025-11-13,E_BTUIW-3,SP Renewables (UK) Limited,37.0,278.0
2025-11-13,E_GRGRW-1,Evolve Energy Supply Limited,332.0,23241.0
2025-11-13,E_HRHLW-1,SP Renewables (UK) Limited,7.9,600.0
2025-11-13,T_AKGLW-3,AIK2A Sustainable Energy Ltd,100.3,6823.0
2025-11-13,T_BHLAW-1,SSE Generation Ltd,627.0,52644.0
2025-11-13,T_BLLA-2,SP Renewables (UK) Limited,29.8,2271.0
2025-11-13,T_BROCW-1,Smartestenergy Limited,86.8,3384.0
2025-11-13,T_CGTHW-1,Corriegarth Wind Energy LTD,380.7,30724.0
2025-11-13,T_CRDEW-1,EDF Energy Customers Limited,31.4,1697.0
2025-11-13,T_CRDEW-2,EDF Energy Customers Limited,62.9,3399.0
2025-11-13,T_CREAW-1,Creag Riabhach Wind Farm Ltd,588.3,31589.0
2025-11-13,T_CRGHW-1,Statkraft Markets Gmbh,120.1,9244.0
2025-11-13,T_CRMLW-1,EDF Energy Customers Limited,312.9,26131.0
2025-11-13,T_CRYRW-2,Eneco Energy Trade,53.3,4512.0
2025-11-13,T_CRYRW-3,Eneco Energy Trade,0.1,6.0
2025-11-13,T_CUMHW-1,Uniper UK Limited,376.0,8692.0
2025-11-13,T_DOREW-1,Dorenell Windfarm Limited,66.0,3557.0
2025-11-13,T_DOREW-2,Dorenell Windfarm Limited,79.9,5620.0
2025-11-13,T_DRSLW-1,SP Renewables (UK) Limited,0.5,38.0
2025-11-13,T_DUNGW-1,Dunmaglass Wind Farm Limited,429.1,38338.0
2025-11-13,T_GLNKW-1,EDF Energy Customers Limited,418.1,30689.0
2025-11-13,T_GORDW-1,SSE Generation Ltd,210.8,18111.0
2025-11-13,T_GORDW-2,SSE Generation Ltd,331.5,2486.0
2025-11-13,T_HALSW-1,SP Renewables (UK) Limited,375.8,3296.0
2025-11-13,T_KENNW-1,Kennoxhead Wind Farm Limited,107.3,4861.0
2025-11-13,T_KILBW-1,Kilbraur Wind Energy Ltd,90.7,7962.0
2025-11-13,T_KYPEW-1,Kype Extension Wind Farm Ltd,332.5,8646.0
2025-11-13,T_LIMKW-1,Limekiln Extension Ltd,870.2,34809.0
2025-11-13,T_MKHLW-1,SP Renewables (UK) Limited,1.5,125.0
2025-11-13,T_MOWEO-1,Moray Offshore Wind East Ltd,5212.5,341694.0
2025-11-13,T_MOWEO-2,Moray Offshore Wind East Ltd,4203.3,289363.0
2025-11-13,T_MOWEO-3,Moray Offshore Wind East Ltd,3588.5,261003.0
2025-11-13,T_MOWWO-1,Moray Offshore Wind West Ltd,2941.5,107584.0
2025-11-13,T_MOWWO-2,Moray Offshore Wind West Ltd,3331.5,121638.0
2025-11-13,T_MOWWO-3,Moray Offshore Wind West Ltd,405.5,15171.0
2025-11-13,T_MOWWO-4,Moray Offshore Wind West Ltd,554.8,25199.0
2025-11-13,T_SAKNW-1,Sandy Knowe Wind Farm Ltd,122.1,4883.0
2025-11-13,T_SGRWO-1,Seagreen Wind Energy Limited,3898.6,66822.0
2025-11-13,T_SGRWO-2,Seagreen Wind Energy Limited,1215.2,20828.0
2025-11-13,T_SGRWO-3,Seagreen Wind Energy Limited,2739.1,46948.0
2025-11-13,T_SGRWO-4,Seagreen Wind Energy Limited,1642.0,28143.0
2025-11-13,T_SGRWO-5,Seagreen Wind Energy Limited,1252.1,21461.0
2025-11-13,T_SGRWO-6,Seagreen Wind Energy Limited,4973.9,85253.0
2025-11-13,T_SOKYW-1,South Kyle Wind Farm Limited,1047.0,31411.0
2025-11-13,T_STLGW-1,Stronelairg Windfarm Limited,300.1,26894.0
2025-11-13,T_STLGW-2,Stronelairg Windfarm Limited,164.9,14780.0
2025-11-13,T_STLGW-3,Stronelairg Windfarm Limited,363.5,32572.0
2025-11-13,T_STRNW-1,Strathy Wind Farm Limited,180.4,15406.0
2025-11-13,T_TWSHW-1,Twentyshilling Limited,237.0,6824.0
2025-11-13,T_VKNGW-1,Viking Energy Wind Farm LLP,1853.1,20292.0
2025-11-13,T_VKNGW-2,Viking Energy Wind Farm LLP,1900.2,20807.0
2025-11-13,T_VKNGW-3,Viking Energy Wind Farm LLP,1797.2,19680.0
2025-11-13,T_VKNGW-4,Viking Energy Wind Farm LLP,1911.3,20929.0
2025-11-13,T_WDRGW-1,Windy Rig Wind Farm Limited,316.5,9290.0
2025-11-14,E_BTUIW-3,SP Renewables (UK) Limited,712.7,5346.0
2025-11-14,T_BROCW-1,Smartestenergy Limited,58.4,2278.0
2025-11-14,T_CLDCW-1,Clyde Windfarm (Scotland) Ltd,39.9,3860.0
2025-11-14,T_CLDNW-1,Clyde Windfarm (Scotland) Ltd,26.2,2407.0
2025-11-14,T_CLDSW-1,Clyde Windfarm (Scotland) Ltd,9.1,870.0
2025-11-14,T_CRDEW-1,EDF Energy Customers Limited,20.9,1127.0
2025-11-14,T_CRDEW-2,EDF Energy Customers Limited,20.9,1127.0
2025-11-14,T_CREAW-1,Creag Riabhach Wind Farm Ltd,16.4,882.0
2025-11-14,T_CUMHW-1,Uniper UK Limited,99.0,2288.0
2025-11-14,T_DRSLW-1,SP Renewables (UK) Limited,120.3,9149.0
2025-11-14,T_GNAPW-1,SP Renewables (UK) Limited,18.1,1380.0
2025-11-14,T_GORDW-2,SSE Generation Ltd,258.7,1941.0
2025-11-14,T_HALSW-1,SP Renewables (UK) Limited,195.4,1713.0
2025-11-14,T_KENNW-1,Kennoxhead Wind Farm Limited,104.4,3376.0
2025-11-14,T_KYPEW-1,Kype Extension Wind Farm Ltd,116.9,3039.0
2025-11-14,T_LIMKW-1,Limekiln Extension Ltd,274.7,10988.0
2025-11-14,T_MOWEO-1,Moray Offshore Wind East Ltd,2066.3,117071.0
2025-11-14,T_MOWEO-2,Moray Offshore Wind East Ltd,1660.2,95948.0
2025-11-14,T_MOWEO-3,Moray Offshore Wind East Ltd,1871.6,107882.0
2025-11-14,T_MOWWO-1,Moray Offshore Wind West Ltd,1592.0,56565.0
2025-11-14,T_MOWWO-2,Moray Offshore Wind West Ltd,1797.7,64038.0
2025-11-14,T_MOWWO-3,Moray Offshore Wind West Ltd,358.7,12724.0
2025-11-14,T_MOWWO-4,Moray Offshore Wind West Ltd,545.9,24795.0
2025-11-14,T_SAKNW-1,Sandy Knowe Wind Farm Ltd,281.0,11241.0
2025-11-14,T_SGRWO-1,Seagreen Wind Energy Limited,3081.4,52815.0
2025-11-14,T_SGRWO-2,Seagreen Wind Energy Limited,836.7,14342.0
2025-11-14,T_SGRWO-3,Seagreen Wind Energy Limited,1868.2,32020.0
2025-11-14,T_SGRWO-4,Seagreen Wind Energy Limited,1252.1,21461.0
2025-11-14,T_SGRWO-5,Seagreen Wind Energy Limited,981.9,16829.0
2025-11-14,T_SGRWO-6,Seagreen Wind Energy Limited,3844.5,65895.0
2025-11-14,T_SOKYW-1,South Kyle Wind Farm Limited,1385.6,41567.0
2025-11-14,T_TWSHW-1,Twentyshilling Limited,333.7,9608.0
2025-11-14,T_VKNGW-1,Viking Energy Wind Farm LLP,570.9,6251.0
2025-11-14,T_VKNGW-2,Viking Energy Wind Farm LLP,591.6,6478.0
2025-11-14,T_VKNGW-3,Viking Energy Wind Farm LLP,590.6,6467.0
2025-11-14,T_VKNGW-4,Viking Energy Wind Farm LLP,760.4,8326.0
2025-11-14,T_WDRGW-1,Windy Rig Wind Farm Limited,301.5,8849.0
2025-11-15,E_BTUIW-3,SP Renewables (UK) Limited,219.0,1643.0
2025-11-15,T_BROCW-1,Smartestenergy Limited,71.8,2799.0
2025-11-15,T_CRDEW-1,EDF Energy Customers Limited,11.9,641.0
2025-11-15,T_CRDEW-2,EDF Energy Customers Limited,11.9,641.0
2025-11-15,T_CREAW-1,Creag Riabhach Wind Farm Ltd,6.8,365.0
2025-11-15,T_CUMHW-1,Uniper UK Limited,121.2,2801.0
2025-11-15,T_DRSLW-1,SP Renewables (UK) Limited,134.5,10234.0
2025-11-15,T_GNAPW-1,SP Renewables (UK) Limited,29.4,2239.0
2025-11-15,T_GORDW-2,SSE Generation Ltd,98.6,744.0
2025-11-15,T_HALSW-1,SP Renewables (UK) Limited,16.9,149.0
2025-11-15,T_KENNW-1,Kennoxhead Wind Farm Limited,174.0,5981.0
2025-11-15,T_KYPEW-1,Kype Extension Wind Farm Ltd,161.5,4200.0
2025-11-15,T_LIMKW-1,Limekiln Extension Ltd,31.8,1274.0
2025-11-15,T_MOWEO-1,Moray Offshore Wind East Ltd,237.5,19640.0
2025-11-15,T_MOWEO-2,Moray Offshore Wind East Ltd,155.1,12776.0
2025-11-15,T_MOWEO-3,Moray Offshore Wind East Ltd,91.8,7501.0
2025-11-15,T_MOWWO-1,Moray Offshore Wind West Ltd,179.9,6686.0
2025-11-15,T_MOWWO-2,Moray Offshore Wind West Ltd,278.0,10349.0
2025-11-15,T_MOWWO-3,Moray Offshore Wind West Ltd,67.9,2528.0
2025-11-15,T_MOWWO-4,Moray Offshore Wind West Ltd,133.4,6058.0
2025-11-15,T_SAKNW-1,Sandy Knowe Wind Farm Ltd,564.6,22585.0
2025-11-15,T_SGRWO-1,Seagreen Wind Energy Limited,1509.4,25872.0
2025-11-15,T_SGRWO-2,Seagreen Wind Energy Limited,425.4,7291.0
2025-11-15,T_SGRWO-3,Seagreen Wind Energy Limited,897.1,15376.0
2025-11-15,T_SGRWO-4,Seagreen Wind Energy Limited,713.6,12232.0
2025-11-15,T_SGRWO-5,Seagreen Wind Energy Limited,426.9,7317.0
2025-11-15,T_SGRWO-6,Seagreen Wind Energy Limited,2414.2,41379.0
2025-11-15,T_SOKYW-1,South Kyle Wind Farm Limited,1444.6,43338.0
2025-11-15,T_TWSHW-1,Twentyshilling Limited,114.0,3283.0
2025-11-15,T_VKNGW-1,Viking Energy Wind Farm LLP,7.3,80.0
2025-11-15,T_VKNGW-2,Viking Energy Wind Farm LLP,8.8,97.0
2025-11-15,T_VKNGW-3,Viking Energy Wind Farm LLP,6.1,67.0
2025-11-15,T_VKNGW-4,Viking Energy Wind Farm LLP,8.0,88.0
2025-11-15,T_WDRGW-1,Windy Rig Wind Farm Limited,152.3,4470.0
2025-11-16,T_DOREW-1,Dorenell Windfarm Limited,560.2,25384.0
2025-11-16,T_DOREW-2,Dorenell Windfarm Limited,383.8,16885.0
2025-11-16,T_GORDW-2,SSE Generation Ltd,246.9,1862.0
2025-11-16,T_HALSW-1,SP Renewables (UK) Limited,363.8,3190.0
2025-11-16,T_LIMKW-1,Limekiln Extension Ltd,236.1,9445.0
2025-11-16,T_MOWEO-1,Moray Offshore Wind East Ltd,1422.3,75742.0
2025-11-16,T_MOWEO-2,Moray Offshore Wind East Ltd,2159.7,98037.0
2025-11-16,T_MOWEO-3,Moray Offshore Wind East Ltd,2668.6,111517.0
2025-11-16,T_MOWWO-1,Moray Offshore Wind West Ltd,1929.5,65520.0
2025-11-16,T_MOWWO-2,Moray Offshore Wind West Ltd,1955.4,66320.0
2025-11-16,T_MOWWO-3,Moray Offshore Wind West Ltd,359.1,12168.0
2025-11-16,T_MOWWO-4,Moray Offshore Wind West Ltd,224.3,10189.0
2025-11-16,T_SGRWO-1,Seagreen Wind Energy Limited,1505.4,25802.0
2025-11-16,T_SGRWO-3,Seagreen Wind Energy Limited,382.6,6557.0
2025-11-16,T_SGRWO-4,Seagreen Wind Energy Limited,341.3,5850.0
2025-11-16,T_SGRWO-5,Seagreen Wind Energy Limited,67.3,1154.0
2025-11-16,T_SGRWO-6,Seagreen Wind Energy Limited,3526.9,60451.0
2025-11-16,T_VKNGW-1,Viking Energy Wind Farm LLP,1609.5,17688.0
2025-11-16,T_VKNGW-2,Viking Energy Wind Farm LLP,1430.8,15724.0
2025-11-16,T_VKNGW-3,Viking Energy Wind Farm LLP,1264.9,13901.0
2025-11-16,T_VKNGW-4,Viking Energy Wind Farm LLP,1339.5,14721.0
2025-11-17,C__PSTAT011,Statkraft Markets Gmbh,16.1,1092.0
2025-11-17,T_CREAW-1,Creag Riabhach Wind Farm Ltd,53.6,2876.0
2025-11-17,T_DOREW-1,Dorenell Windfarm Limited,334.0,22876.0
2025-11-17,T_DOREW-2,Dorenell Windfarm Limited,241.7,16392.0
2025-11-17,T_GORDW-2,SSE Generation Ltd,121.7,917.0
2025-11-17,T_HALSW-1,SP Renewables (UK) Limited,106.6,935.0
2025-11-17,T_LARYW-1,London Array Limited,239.0,42970.0
2025-11-17,T_LARYW-2,London Array Limited,0.3,54.0
2025-11-17,T_LIMKW-1,Limekiln Extension Ltd,206.5,8259.0
2025-11-17,T_MOWEO-1,Moray Offshore Wind East Ltd,1530.6,102486.0
2025-11-17,T_MOWEO-2,Moray Offshore Wind East Ltd,799.9,53541.0
2025-11-17,T_MOWEO-3,Moray Offshore Wind East Ltd,1088.1,74170.0
2025-11-17,T_MOWWO-1,Moray Offshore Wind West Ltd,406.0,14817.0
2025-11-17,T_MOWWO-2,Moray Offshore Wind West Ltd,867.8,31674.0
2025-11-17,T_MOWWO-3,Moray Offshore Wind West Ltd,148.9,5437.0
2025-11-17,T_MOWWO-4,Moray Offshore Wind West Ltd,292.4,13280.0
2025-11-17,T_SGRWO-1,Seagreen Wind Energy Limited,319.8,5481.0
2025-11-17,T_SGRWO-3,Seagreen Wind Energy Limited,569.1,9755.0
2025-11-17,T_SGRWO-4,Seagreen Wind Energy Limited,237.3,4067.0
2025-11-17,T_SGRWO-6,Seagreen Wind Energy Limited,2679.1,45920.0
2025-11-17,T_VKNGW-1,Viking Energy Wind Farm LLP,495.4,5444.0
2025-11-17,T_VKNGW-2,Viking Energy Wind Farm LLP,520.6,5721.0
2025-11-17,T_VKNGW-3,Viking Energy Wind Farm LLP,497.1,5463.0
2025-11-17,T_VKNGW-4,Viking Energy Wind Farm LLP,576.1,6332.0
2025-11-18,C__PSTAT011,Statkraft Markets Gmbh,64.5,4386.0
2025-11-18,E_BABAW-1,Statkraft Markets Gmbh,88.5,7258.0
2025-11-18,E_MOYEW-1,Eneco Energy Trade,67.7,6297.0
2025-11-18,T_BEATO-1,Beatrice Offshore Windfarm Ltd,192.8,20271.0
2025-11-18,T_BEATO-2,Beatrice Offshore Windfarm Ltd,114.8,12055.0
2025-11-18,T_BEINW-1,Beinneun Wind Farm Ltd,149.9,14687.0
2025-11-18,T_BHLAW-1,SSE Generation Ltd,293.9,24690.0
2025-11-18,T_CREAW-1,Creag Riabhach Wind Farm Ltd,246.2,13223.0
2025-11-18,T_CRMLW-1,EDF Energy Customers Limited,35.7,2986.0
2025-11-18,T_DOREW-1,Dorenell Windfarm Limited,81.0,3757.0
2025-11-18,T_DOREW-2,Dorenell Windfarm Limited,64.8,3009.0
2025-11-18,T_DUNGW-1,Dunmaglass Wind Farm Limited,163.6,14620.0
2025-11-18,T_GLNKW-1,EDF Energy Customers Limited,35.7,2624.0
2025-11-18,T_GORDW-1,SSE Generation Ltd,64.3,5526.0
2025-11-18,T_GORDW-2,SSE Generation Ltd,199.0,1501.0
2025-11-18,T_HALSW-1,SP Renewables (UK) Limited,228.1,2000.0
2025-11-18,T_LCLTW-1,Eneco Energy Trade,89.4,8315.0
2025-11-18,T_LIMKW-1,Limekiln Extension Ltd,484.9,19394.0
2025-11-18,T_MOWEO-1,Moray Offshore Wind East Ltd,2620.2,76496.0
2025-11-18,T_MOWEO-2,Moray Offshore Wind East Ltd,2456.2,71935.0
2025-11-18,T_MOWEO-3,Moray Offshore Wind East Ltd,2624.8,77120.0
2025-11-18,T_MOWWO-1,Moray Offshore Wind West Ltd,1008.9,33031.0
2025-11-18,T_MOWWO-2,Moray Offshore Wind West Ltd,1091.0,35845.0
2025-11-18,T_MOWWO-3,Moray Offshore Wind West Ltd,92.2,3009.0
2025-11-18,T_MOWWO-4,Moray Offshore Wind West Ltd,203.7,9254.0
2025-11-18,T_SGRWO-1,Seagreen Wind Energy Limited,1314.1,22300.0
2025-11-18,T_SGRWO-2,Seagreen Wind Energy Limited,446.4,7575.0
2025-11-18,T_SGRWO-3,Seagreen Wind Energy Limited,893.7,15166.0
2025-11-18,T_SGRWO-4,Seagreen Wind Energy Limited,744.7,12637.0
2025-11-18,T_SGRWO-5,Seagreen Wind Energy Limited,447.7,7597.0
2025-11-18,T_SGRWO-6,Seagreen Wind Energy Limited,1821.4,30910.0
2025-11-18,T_SOKYW-1,South Kyle Wind Farm Limited,113.7,3412.0
2025-11-18,T_STLGW-1,Stronelairg Windfarm Limited,215.4,19311.0
2025-11-18,T_STLGW-2,Stronelairg Windfarm Limited,181.0,16230.0
2025-11-18,T_STLGW-3,Stronelairg Windfarm Limited,183.5,16447.0
2025-11-18,T_VKNGW-1,Viking Energy Wind Farm LLP,911.8,10021.0
2025-11-18,T_VKNGW-2,Viking Energy Wind Farm LLP,992.8,10911.0
2025-11-18,T_VKNGW-3,Viking Energy Wind Farm LLP,891.7,9800.0
2025-11-18,T_VKNGW-4,Viking Energy Wind Farm LLP,935.9,10286.0
2025-11-19,T_DOREW-1,Dorenell Windfarm Limited,1542.6,56534.0
2025-11-19,T_DOREW-2,Dorenell Windfarm Limited,1109.4,40787.0
2025-11-19,T_GORDW-2,SSE Generation Ltd,689.1,5195.0
2025-11-19,T_GRGBW-2,Greater Gabbard Offshore Winds,13.2,2192.0
2025-11-19,T_GRGBW-3,Greater Gabbard Offshore Winds,86.6,14369.0
2025-11-19,T_HALSW-1,SP Renewables (UK) Limited,619.8,5436.0
2025-11-19,T_LIMKW-1,Limekiln Extension Ltd,1552.2,62089.0
2025-11-19,T_MOWEO-1,Moray Offshore Wind East Ltd,6189.3,250499.0
2025-11-19,T_MOWEO-2,Moray Offshore Wind East Ltd,4445.4,166202.0
2025-11-19,T_MOWEO-3,Moray Offshore Wind East Ltd,2682.8,112842.0
2025-11-19,T_MOWWO-1,Moray Offshore Wind West Ltd,1969.5,66396.0
2025-11-19,T_MOWWO-2,Moray Offshore Wind West Ltd,2172.4,73629.0
2025-11-19,T_MOWWO-3,Moray Offshore Wind West Ltd,201.1,6909.0
2025-11-19,T_MOWWO-4,Moray Offshore Wind West Ltd,384.2,17453.0
2025-11-19,T_SGRWO-1,Seagreen Wind Energy Limited,4886.1,82916.0
2025-11-19,T_SGRWO-2,Seagreen Wind Energy Limited,1584.3,26885.0
2025-11-19,T_SGRWO-3,Seagreen Wind Energy Limited,3131.9,53148.0
2025-11-19,T_SGRWO-4,Seagreen Wind Energy Limited,2564.3,43517.0
2025-11-19,T_SGRWO-5,Seagreen Wind Energy Limited,1579.5,26804.0
2025-11-19,T_SGRWO-6,Seagreen Wind Energy Limited,7409.0,125730.0
2025-11-19,T_VKNGW-1,Viking Energy Wind Farm LLP,2401.2,26389.0
2025-11-19,T_VKNGW-2,Viking Energy Wind Farm LLP,2447.4,26897.0
2025-11-19,T_VKNGW-3,Viking Energy Wind Farm LLP,2340.7,25724.0
2025-11-19,T_VKNGW-4,Viking Energy Wind Farm LLP,2451.0,26936.0
2025-11-20,T_DOREW-1,Dorenell Windfarm Limited,512.5,23353.0
2025-11-20,T_DOREW-2,Dorenell Windfarm Limited,365.5,16948.0
2025-11-20,T_GORDW-2,SSE Generation Ltd,342.7,2584.0
2025-11-20,T_HALSW-1,SP Renewables (UK) Limited,388.2,3404.0
2025-11-20,T_LIMKW-1,Limekiln Extension Ltd,454.4,18177.0
2025-11-20,T_MOWEO-1,Moray Offshore Wind East Ltd,2836.3,112224.0
2025-11-20,T_MOWEO-2,Moray Offshore Wind East Ltd,1139.9,41870.0
2025-11-20,T_MOWEO-3,Moray Offshore Wind East Ltd,751.9,24508.0
2025-11-20,T_MOWWO-1,Moray Offshore Wind West Ltd,1383.6,46761.0
2025-11-20,T_MOWWO-2,Moray Offshore Wind West Ltd,1029.4,34736.0
2025-11-20,T_MOWWO-3,Moray Offshore Wind West Ltd,16.9,574.0
2025-11-20,T_MOWWO-4,Moray Offshore Wind West Ltd,17.5,795.0
2025-11-20,T_SGRWO-1,Seagreen Wind Energy Limited,3111.0,52794.0
2025-11-20,T_SGRWO-2,Seagreen Wind Energy Limited,811.6,13772.0
2025-11-20,T_SGRWO-3,Seagreen Wind Energy Limited,1876.9,31851.0
2025-11-20,T_SGRWO-4,Seagreen Wind Energy Limited,1625.6,27586.0
2025-11-20,T_SGRWO-5,Seagreen Wind Energy Limited,843.3,14310.0
2025-11-20,T_SGRWO-6,Seagreen Wind Energy Limited,5054.3,85771.0
2025-11-20,T_VKNGW-1,Viking Energy Wind Farm LLP,1377.0,15133.0
2025-11-20,T_VKNGW-2,Viking Energy Wind Farm LLP,1491.4,16391.0
2025-11-20,T_VKNGW-3,Viking Energy Wind Farm LLP,1372.3,15082.0
2025-11-20,T_VKNGW-4,Viking Energy Wind Farm LLP,1532.7,16844.0
2025-11-21,E_BTUIW-3,SP Renewables (UK) Limited,185.8,1393.0
2025-11-21,T_BDCHW-1,RWE Generation UK plc,30.7,733.0
2025-11-21,T_CUMHW-1,Uniper UK Limited,64.5,1490.0
2025-11-21,T_DOREW-1,Dorenell Windfarm Limited,596.0,3137.0
2025-11-21,T_DOREW-2,Dorenell Windfarm Limited,513.2,3264.0
2025-11-21,T_GORDW-2,SSE Generation Ltd,75.8,572.0
2025-11-21,T_HALSW-1,SP Renewables (UK) Limited,210.8,1849.0
2025-11-21,T_KPMRW-1,OnPath Energy Limited,239.2,1245.0
2025-11-21,T_MIDMW-1,OnPath Energy Limited,86.0,260.0
2025-11-21,T_MOWEO-1,Moray Offshore Wind East Ltd,3148.2,36121.0
2025-11-21,T_MOWEO-2,Moray Offshore Wind East Ltd,2635.8,25648.0
2025-11-21,T_MOWEO-3,Moray Offshore Wind East Ltd,2907.9,35176.0
2025-11-21,T_MOWWO-1,Moray Offshore Wind West Ltd,342.6,8144.0
2025-11-21,T_MOWWO-2,Moray Offshore Wind West Ltd,412.8,9593.0
2025-11-21,T_NNGAO-1,Neart Na Gaoithe Offshore Wind,77.1,2083.0
2025-11-21,T_NNGAO-2,Neart Na Gaoithe Offshore Wind,392.1,11575.0
2025-11-21,T_SGRWO-1,Seagreen Wind Energy Limited,2503.8,42489.0
2025-11-21,T_SGRWO-2,Seagreen Wind Energy Limited,712.1,12085.0
2025-11-21,T_SGRWO-3,Seagreen Wind Energy Limited,1610.2,27325.0
2025-11-21,T_SGRWO-4,Seagreen Wind Energy Limited,1013.3,17195.0
2025-11-21,T_SGRWO-5,Seagreen Wind Energy Limited,814.2,13817.0
2025-11-21,T_SGRWO-6,Seagreen Wind Energy Limited,2943.2,49946.0
2025-11-21,T_VKNGW-1,Viking Energy Wind Farm LLP,1142.8,12557.0
2025-11-21,T_VKNGW-2,Viking Energy Wind Farm LLP,1274.6,14006.0
